drgv22,drg_title,mdc,mdc_name,drg_type,relative_weights,geometric_mean_los
357,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY,13,Female Reproductive,SURG,2.2302,6.6
358,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC,13,Female Reproductive,SURG,1.1696,3.3
359,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC,13,Female Reproductive,SURG,0.8029,2.3
360,"VAGINA, CERVIX & VULVA PROCEDURES",13,Female Reproductive,SURG,0.8674,2.1
361,LAPAROSCOPY & INCISIONAL TUBAL INTERRUPTION,13,Female Reproductive,SURG,1.125,2.3
362,ENDOSCOPIC TUBAL INTERRUPTION,13,Female Reproductive,SURG,0.3043,1.4
363,"D&C, CONIZATION & RADIO-IMPLANT, FOR MALIGNANCY",13,Female Reproductive,SURG,0.9725,2.7
364,"D&C, CONIZATION EXCEPT FOR MALIGNANCY",13,Female Reproductive,SURG,0.985,3.1
365,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES,13,Female Reproductive,SURG,2.0636,5.2
366,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",13,Female Reproductive,MED,1.2628,4.9
367,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC",13,Female Reproductive,MED,0.5495,2.3
368,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",13,Female Reproductive,MED,1.1972,5.2
369,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,13,Female Reproductive,MED,0.6213,2.4
370,CESAREAN SECTION W CC,14,Pregnancy & Childbirth,SURG,0.8981,4.2
371,CESAREAN SECTION W/O CC,14,Pregnancy & Childbirth,SURG,0.6221,3.2
372,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,14,Pregnancy & Childbirth,MED,0.546,2.7
373,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,14,Pregnancy & Childbirth,MED,0.3601,2.0
374,VAGINAL DELIVERY W STERILIZATION &/OR D&C,14,Pregnancy & Childbirth,SURG,0.6642,2.7
375,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,14,Pregnancy & Childbirth,SURG,0.581,4.4
376,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,14,Pregnancy & Childbirth,MED,0.54,2.6
377,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,14,Pregnancy & Childbirth,SURG,1.1199,3.2
378,ECTOPIC PREGNANCY,14,Pregnancy & Childbirth,MED,0.7809,1.9
379,THREATENED ABORTION,14,Pregnancy & Childbirth,MED,0.3757,2.0
380,ABORTION W/O D&C,14,Pregnancy & Childbirth,MED,0.3539,1.5
381,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",14,Pregnancy & Childbirth,SURG,0.6633,1.5
382,FALSE LABOR,14,Pregnancy & Childbirth,MED,0.2345,1.5
383,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,14,Pregnancy & Childbirth,MED,0.507,2.7
384,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,14,Pregnancy & Childbirth,MED,0.2913,1.6
385,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",15,Newborns,MED,1.3865,1.8
386,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",15,Newborns,MED,4.5721,17.9
387,PREMATURITY W MAJOR PROBLEMS,15,Newborns,MED,3.1226,13.3
388,PREMATURITY W/O MAJOR PROBLEMS,15,Newborns,MED,1.8841,8.6
389,FULL TERM NEONATE W MAJOR PROBLEMS,15,Newborns,MED,3.2076,4.7
390,NEONATE W OTHER SIGNIFICANT PROBLEMS,15,Newborns,MED,1.1352,3.4
391,NORMAL NEWBORN,15,Newborns,MED,0.1537,3.1
392,SPLENECTOMY AGE >17,16,Blood & Immune Disorders,SURG,3.2387,6.7
393,SPLENECTOMY AGE 0-17,16,Blood & Immune Disorders,SURG,1.3581,9.1
394,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,16,Blood & Immune Disorders,SURG,1.8868,4.4
395,RED BLOOD CELL DISORDERS AGE >17,16,Blood & Immune Disorders,MED,0.8399,3.2
396,RED BLOOD CELL DISORDERS AGE 0-17,16,Blood & Immune Disorders,MED,2.5293,5.3
397,COAGULATION DISORDERS,16,Blood & Immune Disorders,MED,1.2284,3.7
398,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,16,Blood & Immune Disorders,MED,1.2347,4.6
399,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC,16,Blood & Immune Disorders,MED,0.6583,2.6
401,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,17,Cancer & Tumors,SURG,2.9598,8.0
402,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC,17,Cancer & Tumors,SURG,1.1533,2.8
403,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,17,Cancer & Tumors,MED,1.8172,5.7
404,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC,17,Cancer & Tumors,MED,0.8923,3.0
405,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE 0-17,17,Cancer & Tumors,MED,1.9255,4.9
406,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W CC,17,Cancer & Tumors,SURG,2.7644,6.8
407,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W/O CC,17,Cancer & Tumors,SURG,1.2158,3.3
408,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R.PROC,17,Cancer & Tumors,SURG,2.198,4.9
409,RADIOTHERAPY,17,Cancer & Tumors,MED,1.3093,4.4
410,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,17,Cancer & Tumors,MED,1.1163,3.1
411,HISTORY OF MALIGNANCY W/O ENDOSCOPY,17,Cancer & Tumors,MED,0.3951,4.7
412,HISTORY OF MALIGNANCY W ENDOSCOPY,17,Cancer & Tumors,MED,0.6424,1.2
413,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,17,Cancer & Tumors,MED,1.3974,5.4
414,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC,17,Cancer & Tumors,MED,0.6494,2.9
415,O.R. PROCEDURE FOR INFECTIOUS & PARASITIC DISEASES,18,Infectious Diseases,SURG,3.6291,10.2
416,SEPTICEMIA AGE >17,18,Infectious Diseases,MED,1.5982,5.5
417,SEPTICEMIA AGE 0-17,18,Infectious Diseases,MED,1.4132,3.8
418,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS,18,Infectious Diseases,MED,1.0726,4.8
419,FEVER OF UNKNOWN ORIGIN AGE >17 W CC,18,Infectious Diseases,MED,0.8898,3.6
420,FEVER OF UNKNOWN ORIGIN AGE >17 W/O CC,18,Infectious Diseases,MED,0.6021,2.7
421,VIRAL ILLNESS AGE >17,18,Infectious Diseases,MED,0.8107,3.2
422,VIRAL ILLNESS & FEVER OF UNKNOWN ORIGIN AGE 0-17,18,Infectious Diseases,MED,0.5944,2.6
423,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES,18,Infectious Diseases,MED,1.7834,5.8
424,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,19,Mental Health,SURG,2.4327,7.6
425,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,19,Mental Health,MED,0.6839,2.8
426,DEPRESSIVE NEUROSES,19,Mental Health,MED,0.4845,3.1
427,NEUROSES EXCEPT DEPRESSIVE,19,Mental Health,MED,0.5124,3.2
428,DISORDERS OF PERSONALITY & IMPULSE CONTROL,19,Mental Health,MED,0.7762,4.8
429,ORGANIC DISTURBANCES & MENTAL RETARDATION,19,Mental Health,MED,0.8248,4.4
430,PSYCHOSES,19,Mental Health,MED,0.6608,5.6
431,CHILDHOOD MENTAL DISORDERS,19,Mental Health,MED,0.4825,3.9
432,OTHER MENTAL DISORDER DIAGNOSES,19,Mental Health,MED,0.6486,3.1
433,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",20,Alcohol & Drug Use,MED,0.2836,2.2
439,SKIN GRAFTS FOR INJURIES,21,Injuries & Poisonings,SURG,1.8778,5.2
440,WOUND DEBRIDEMENTS FOR INJURIES,21,Injuries & Poisonings,SURG,1.8415,5.7
441,HAND PROCEDURES FOR INJURIES,21,Injuries & Poisonings,SURG,0.8694,2.1
442,OTHER O.R. PROCEDURES FOR INJURIES W CC,21,Injuries & Poisonings,SURG,2.4839,5.8
443,OTHER O.R. PROCEDURES FOR INJURIES W/O CC,21,Injuries & Poisonings,SURG,1.0074,2.6
444,TRAUMATIC INJURY AGE >17 W CC,21,Injuries & Poisonings,MED,0.7705,3.1
445,TRAUMATIC INJURY AGE >17 W/O CC,21,Injuries & Poisonings,MED,0.5121,2.2
446,TRAUMATIC INJURY AGE 0-17,21,Injuries & Poisonings,MED,0.2985,2.4
447,ALLERGIC REACTIONS AGE >17,21,Injuries & Poisonings,MED,0.5431,1.9
448,ALLERGIC REACTIONS AGE 0-17,21,Injuries & Poisonings,MED,0.0982,2.9
449,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W CC,21,Injuries & Poisonings,MED,0.8515,2.6
450,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W/O CC,21,Injuries & Poisonings,MED,0.4314,1.6
451,POISONING & TOXIC EFFECTS OF DRUGS AGE 0-17,21,Injuries & Poisonings,MED,0.265,2.1
452,COMPLICATIONS OF TREATMENT W CC,21,Injuries & Poisonings,MED,1.0418,3.5
453,COMPLICATIONS OF TREATMENT W/O CC,21,Injuries & Poisonings,MED,0.5226,2.2
454,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W CC",21,Injuries & Poisonings,MED,0.8494,3.0
455,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O CC",21,Injuries & Poisonings,MED,0.4804,1.8
461,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES,23,Health Status & Other,SURG,1.2114,2.2
462,REHABILITATION,23,Health Status & Other,MED,0.8865,8.9
463,SIGNS & SYMPTOMS W CC,23,Health Status & Other,MED,0.7073,3.1
464,SIGNS & SYMPTOMS W/O CC,23,Health Status & Other,MED,0.5123,2.4
465,AFTERCARE W HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,23,Health Status & Other,MED,0.5976,2.0
466,AFTERCARE W/O HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,23,Health Status & Other,MED,0.6416,2.4
467,OTHER FACTORS INFLUENCING HEALTH STATUS,23,Health Status & Other,MED,0.5604,2.0
468,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,nan,Unknown,nan,3.9472,9.6
471,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY,08,Musculoskeletal (Bones & Joints),SURG,3.0523,4.6
473,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE >17,17,Cancer & Tumors,MED,3.5386,7.6
475,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT,04,Respiratory System,MED,3.6166,8.0
476,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,nan,Unknown,SURG,2.2487,7.8
477,NON-EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,nan,Unknown,SURG,2.0181,5.6
478,OTHER VASCULAR PROCEDURES W CC,05,Circulatory System (Heart),SURG,2.3989,4.8
479,OTHER VASCULAR PROCEDURES W/O CC,05,Circulatory System (Heart),SURG,1.4402,2.3
480,LIVER TRANSPLANT AND/OR INTESTINAL TRANSPLANT,PRE,Pre-MDC (Transplants & Critical Care),SURG,9.8696,13.2
481,BONE MARROW TRANSPLANT,PRE,Pre-MDC (Transplants & Critical Care),SURG,6.4851,19.1
482,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES",PRE,Pre-MDC (Transplants & Critical Care),SURG,3.1977,9.3
484,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,24,Multiple Trauma,SURG,5.0869,8.8
485,"LIMB REATTACHMENT, HIP AND FEMUR PROC FOR MULTIPLE SIGNIFICANT TRA",24,Multiple Trauma,SURG,3.1808,7.9
486,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,24,Multiple Trauma,SURG,4.7311,8.7
487,OTHER MULTIPLE SIGNIFICANT TRAUMA,24,Multiple Trauma,MED,1.9715,5.3
488,HIV W EXTENSIVE O.R. PROCEDURE,25,HIV Infections,SURG,4.8891,11.9
489,HIV W MAJOR RELATED CONDITION,25,HIV Infections,MED,1.7764,5.9
490,HIV W OR W/O OTHER RELATED CONDITION,25,HIV Infections,MED,1.0543,3.8
491,MAJOR JOINT & LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITY,08,Musculoskeletal (Bones & Joints),SURG,1.7028,2.7
492,CHEMOTHERAPY W ACUTE LEUKEMIA OR W USE OF HI DOSE CHEMOAGENT,17,Cancer & Tumors,MED,3.8509,9.4
493,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,07,Liver & Pancreas,SURG,1.8368,4.5
494,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC,07,Liver & Pancreas,SURG,1.0218,2.1
495,LUNG TRANSPLANT,PRE,Pre-MDC (Transplants & Critical Care),SURG,8.844,13.9
496,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,08,Musculoskeletal (Bones & Joints),SURG,5.8072,6.6
497,SPINAL FUSION EXCEPT CERVICAL W CC,08,Musculoskeletal (Bones & Joints),SURG,3.5251,5.2
498,SPINAL FUSION EXCEPT CERVICAL W/O CC,08,Musculoskeletal (Bones & Joints),SURG,2.6527,3.6
499,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W CC,08,Musculoskeletal (Bones & Joints),SURG,1.4409,3.2
500,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W/O CC,08,Musculoskeletal (Bones & Joints),SURG,0.9436,1.9
501,KNEE PROCEDURES W PDX OF INFECTION W CC,08,Musculoskeletal (Bones & Joints),SURG,2.4285,8.0
502,KNEE PROCEDURES W PDX OF INFECTION W/O CC,08,Musculoskeletal (Bones & Joints),SURG,1.4275,5.1
503,KNEE PROCEDURES W/O PDX OF INFECTION,08,Musculoskeletal (Bones & Joints),SURG,1.2167,2.9
504,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/SKIN GFT,22,Burns,SURG,13.0063,23.1
505,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/O SKIN GFT,22,Burns,MED,1.8727,2.3
506,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC OR SIG TRAUMA,22,Burns,SURG,4.0604,11.6
507,FULL THICKNESS BURN W SKIN GRFT OR INHAL INJ W/O CC OR SIG TRAUMA,22,Burns,SURG,1.8618,6.6
508,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ W CC OR SIG TRAUMA,22,Burns,MED,1.3358,5.1
509,FULL THICKNESS BURN W/O SKIN GRFT OR INH INJ W/O CC OR SIG TRAUMA,22,Burns,MED,0.6859,3.4
510,NON-EXTENSIVE BURNS W CC OR SIGNIFICANT TRAUMA,22,Burns,MED,1.2739,4.5
511,NON-EXTENSIVE BURNS W/O CC OR SIGNIFICANT TRAUMA,22,Burns,MED,0.7058,2.9
512,SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,PRE,Pre-MDC (Transplants & Critical Care),SURG,6.0202,11.4
513,PANCREAS TRANSPLANT,PRE,Pre-MDC (Transplants & Critical Care),SURG,6.3212,8.9
515,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH,05,Circulatory System (Heart),SURG,5.4339,2.7
516,PERCUTANEOUS CARDIOVASC PROC W AMI,05,Circulatory System (Heart),SURG,2.6457,3.7
517,PERC CARDIO PROC W NON-DRUG ELUTING STENT W/O AMI,05,Circulatory System (Heart),SURG,2.1106,1.8
518,PERC CARDIO PROC W/O CORONARY ARTERY STENT OR AMI,05,Circulatory System (Heart),SURG,1.7509,2.3
519,CERVICAL SPINAL FUSION W CC,08,Musculoskeletal (Bones & Joints),SURG,2.4146,3.1
520,CERVICAL SPINAL FUSION W/O CC,08,Musculoskeletal (Bones & Joints),SURG,1.63,1.6
521,ALCOHOL/DRUG ABUSE OR DEPENDENCE W CC,20,Alcohol & Drug Use,MED,0.6988,4.2
522,ALC/DRUG ABUSE OR DEPEND W REHABILITATION THERAPY W/O CC,20,Alcohol & Drug Use,MED,0.4947,7.6
523,ALC/DRUG ABUSE OR DEPEND W/O REHABILITATION THERAPY W/O CC,20,Alcohol & Drug Use,MED,0.3885,3.2
524,TRANSIENT ISCHEMIA,01,Nervous System,MED,0.7414,2.6
525,OTHER HEART ASSIST SYSTEM IMPLANT,05,Circulatory System (Heart),SURG,11.3749,8.2
526,PERCUTNEOUS CARDIOVASULAR PROC W DRUG ELUTING STENT W AMI,05,Circulatory System (Heart),SURG,2.9741,3.3
527,PERCUTNEOUS CARDIOVASULAR PROC W DRUG ELUTING STENT W/O AMI,05,Circulatory System (Heart),SURG,2.3282,1.6
528,INTRACRANIAL VASCULAR PROC W PDX HEMORRHAGE,01,Nervous System,SURG,6.8481,13.8
529,VENTRICULAR SHUNT PROCEDURES W CC,01,Nervous System,SURG,2.2165,5.2
530,VENTRICULAR SHUNT PROCEDURES W/O CC,01,Nervous System,SURG,1.1945,2.5
531,SPINAL PROCEDURES W CC,01,Nervous System,SURG,3.098,6.5
532,SPINAL PROCEDURES W/O CC,01,Nervous System,SURG,1.4676,2.9
533,EXTRACRANIAL PROCEDURES W CC,01,Nervous System,SURG,1.6498,2.6
534,EXTRACRANIAL PROCEDURES W/O CC,01,Nervous System,SURG,1.0515,1.6
535,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK,05,Circulatory System (Heart),SURG,7.6973,6.2
536,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK,05,Circulatory System (Heart),SURG,6.2417,3.5
537,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W CC,08,Musculoskeletal (Bones & Joints),SURG,1.7961,4.7
538,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W/O CC,08,Musculoskeletal (Bones & Joints),SURG,0.994,2.1
539,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W CC,17,Cancer & Tumors,SURG,3.3809,7.4
540,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W/O CC,17,Cancer & Tumors,SURG,1.2864,2.9
541,"TRACH W MV 96+HRS OR PDX EXC FACE,MOUTH, & NECK DX W/MAJ OR",PRE,Pre-MDC (Transplants & Critical Care),SURG,20.0414,38.7
542,"TRACH W MV 96+HRS OR PDX EXC FACE, MOUTH, & NECK DX W/O MJ OR",PRE,Pre-MDC (Transplants & Critical Care),SURG,12.0286,27.5
543,CRANIOTOMY W/IMPLANT OF CHEMO AGENT OR ACUTE COMPLEX CNS PDX,01,Nervous System,SURG,4.4579,8.7
